voivodeship,date,cases
dolnośląskie,2020-10-22,610
podkarpackie,2020-10-22,777
małopolskie,2020-10-22,1331
pomorskie,2020-10-22,710
warmińsko-mazurskie,2020-10-22,311
łódzkie,2020-10-22,863
mazowieckie,2020-10-22,1579
lubelskie,2020-10-22,411
lubuskie,2020-10-22,297
śląskie,2020-10-21,1
opolskie,2020-10-21,362
wielkopolskie,2020-10-21,755
zachodniopomorskie,2020-10-21,285
świętokrzyskie,2020-10-21,259
kujawsko-pomorskie,2020-10-21,771
podlaskie,2020-10-21,268
dolnośląskie,2020-10-21,462
podkarpackie,2020-10-21,881
małopolskie,2020-10-21,1
pomorskie,2020-10-21,548
warmińsko-mazurskie,2020-10-21,348
łódzkie,2020-10-21,675
mazowieckie,2020-10-21,1
lubelskie,2020-10-21,658
lubuskie,2020-10-21,283
śląskie,2020-10-20,895
opolskie,2020-10-20,307
wielkopolskie,2020-10-20,1186
zachodniopomorskie,2020-10-20,213
świętokrzyskie,2020-10-20,312
kujawsko-pomorskie,2020-10-20,446
podlaskie,2020-10-20,209
dolnośląskie,2020-10-20,567
podkarpackie,2020-10-20,667
małopolskie,2020-10-20,1486
pomorskie,2020-10-20,484
warmińsko-mazurskie,2020-10-20,165
łódzkie,2020-10-20,625
mazowieckie,2020-10-20,1282
lubelskie,2020-10-20,219
lubuskie,2020-10-20,228
śląskie,2020-10-19,685
opolskie,2020-10-19,348
wielkopolskie,2020-10-19,423
zachodniopomorskie,2020-10-19,217
świętokrzyskie,2020-10-19,170
kujawsko-pomorskie,2020-10-19,473
podlaskie,2020-10-19,283
dolnośląskie,2020-10-19,406
podkarpackie,2020-10-19,458
małopolskie,2020-10-19,1201
pomorskie,2020-10-19,481
warmińsko-mazurskie,2020-10-19,190
łódzkie,2020-10-19,679
mazowieckie,2020-10-19,849
lubelskie,2020-10-19,526
lubuskie,2020-10-19,93
śląskie,2020-10-18,974
opolskie,2020-10-18,312
wielkopolskie,2020-10-18,724
zachodniopomorskie,2020-10-18,317
świętokrzyskie,2020-10-18,211
kujawsko-pomorskie,2020-10-18,523
podlaskie,2020-10-18,139
dolnośląskie,2020-10-18,369
podkarpackie,2020-10-18,721
małopolskie,2020-10-18,934
pomorskie,2020-10-18,427
warmińsko-mazurskie,2020-10-18,210
łódzkie,2020-10-18,584
mazowieckie,2020-10-18,1342
lubelskie,2020-10-18,580
lubuskie,2020-10-18,169
śląskie,2020-10-17,765
opolskie,2020-10-17,283
wielkopolskie,2020-10-17,1058
zachodniopomorskie,2020-10-17,340
świętokrzyskie,2020-10-17,396
kujawsko-pomorskie,2020-10-17,470
podlaskie,2020-10-17,149
dolnośląskie,2020-10-17,524
podkarpackie,2020-10-17,704
małopolskie,2020-10-17,1254
pomorskie,2020-10-17,563
warmińsko-mazurskie,2020-10-17,224
łódzkie,2020-10-17,821
mazowieckie,2020-10-17,1485
lubelskie,2020-10-17,429
lubuskie,2020-10-17,157
śląskie,2020-10-16,769
opolskie,2020-10-16,221
wielkopolskie,2020-10-16,592
zachodniopomorskie,2020-10-16,311
świętokrzyskie,2020-10-16,314
kujawsko-pomorskie,2020-10-16,470
podlaskie,2020-10-16,201
dolnośląskie,2020-10-16,441
podkarpackie,2020-10-16,563
małopolskie,2020-10-16,1105
pomorskie,2020-10-16,547
warmińsko-mazurskie,2020-10-16,181
łódzkie,2020-10-16,648
mazowieckie,2020-10-16,911
lubelskie,2020-10-16,284
lubuskie,2020-10-16,147
śląskie,2020-10-15,822
opolskie,2020-10-15,282
wielkopolskie,2020-10-15,835
zachodniopomorskie,2020-10-15,177
świętokrzyskie,2020-10-15,283
kujawsko-pomorskie,2020-10-15,318
podlaskie,2020-10-15,139
dolnośląskie,2020-10-15,382
podkarpackie,2020-10-15,420
małopolskie,2020-10-15,1303
pomorskie,2020-10-15,458
warmińsko-mazurskie,2020-10-15,191
łódzkie,2020-10-15,691
mazowieckie,2020-10-15,1306
lubelskie,2020-10-15,315
lubuskie,2020-10-15,177
śląskie,2020-10-14,520
opolskie,2020-10-14,233
wielkopolskie,2020-10-14,508
zachodniopomorskie,2020-10-14,175
świętokrzyskie,2020-10-14,255
kujawsko-pomorskie,2020-10-14,356
podlaskie,2020-10-14,174
dolnośląskie,2020-10-14,315
podkarpackie,2020-10-14,319
małopolskie,2020-10-14,1137
pomorskie,2020-10-14,344
warmińsko-mazurskie,2020-10-14,196
łódzkie,2020-10-14,405
mazowieckie,2020-10-14,1188
lubelskie,2020-10-14,256
lubuskie,2020-10-14,145
śląskie,2020-10-13,441
opolskie,2020-10-13,241
wielkopolskie,2020-10-13,334
zachodniopomorskie,2020-10-13,151
świętokrzyskie,2020-10-13,121
kujawsko-pomorskie,2020-10-13,341
podlaskie,2020-10-13,183
dolnośląskie,2020-10-13,342
podkarpackie,2020-10-13,391
małopolskie,2020-10-13,898
pomorskie,2020-10-13,318
warmińsko-mazurskie,2020-10-13,79
łódzkie,2020-10-13,349
mazowieckie,2020-10-13,552
lubelskie,2020-10-13,163
lubuskie,2020-10-13,164
śląskie,2020-10-12,262
opolskie,2020-10-12,153
wielkopolskie,2020-10-12,530
zachodniopomorskie,2020-10-12,116
świętokrzyskie,2020-10-12,187
kujawsko-pomorskie,2020-10-12,258
podlaskie,2020-10-12,130
dolnośląskie,2020-10-12,199
podkarpackie,2020-10-12,334
małopolskie,2020-10-12,690
pomorskie,2020-10-12,284
warmińsko-mazurskie,2020-10-12,73
łódzkie,2020-10-12,344
mazowieckie,2020-10-12,441
lubelskie,2020-10-12,379
lubuskie,2020-10-12,14
śląskie,2020-10-11,354
opolskie,2020-10-11,123
wielkopolskie,2020-10-11,380
zachodniopomorskie,2020-10-11,155
świętokrzyskie,2020-10-11,152
kujawsko-pomorskie,2020-10-11,136
podlaskie,2020-10-11,110
dolnośląskie,2020-10-11,186
podkarpackie,2020-10-11,315
małopolskie,2020-10-11,685
pomorskie,2020-10-11,331
warmińsko-mazurskie,2020-10-11,106
łódzkie,2020-10-11,314
mazowieckie,2020-10-11,433
lubelskie,2020-10-11,304
lubuskie,2020-10-11,94
śląskie,2020-10-10,412
opolskie,2020-10-10,141
wielkopolskie,2020-10-10,360
zachodniopomorskie,2020-10-10,152
świętokrzyskie,2020-10-10,218
kujawsko-pomorskie,2020-10-10,554
podlaskie,2020-10-10,172
dolnośląskie,2020-10-10,242
podkarpackie,2020-10-10,347
małopolskie,2020-10-10,631
pomorskie,2020-10-10,362
warmińsko-mazurskie,2020-10-10,110
łódzkie,2020-10-10,411
mazowieckie,2020-10-10,816
lubelskie,2020-10-10,251
lubuskie,2020-10-10,121
śląskie,2020-10-09,490
opolskie,2020-10-09,116
wielkopolskie,2020-10-09,436
zachodniopomorskie,2020-10-09,130
świętokrzyskie,2020-10-09,192
kujawsko-pomorskie,2020-10-09,324
podlaskie,2020-10-09,117
dolnośląskie,2020-10-09,250
podkarpackie,2020-10-09,368
małopolskie,2020-10-09,724
pomorskie,2020-10-09,388
warmińsko-mazurskie,2020-10-09,102
łódzkie,2020-10-09,363
mazowieckie,2020-10-09,521
lubelskie,2020-10-09,185
lubuskie,2020-10-09,33
śląskie,2020-10-08,375
opolskie,2020-10-08,90
wielkopolskie,2020-10-08,505
zachodniopomorskie,2020-10-08,116
świętokrzyskie,2020-10-08,159
kujawsko-pomorskie,2020-10-08,311
podlaskie,2020-10-08,94
dolnośląskie,2020-10-08,258
podkarpackie,2020-10-08,256
małopolskie,2020-10-08,548
pomorskie,2020-10-08,313
warmińsko-mazurskie,2020-10-08,105
łódzkie,2020-10-08,279
mazowieckie,2020-10-08,598
lubelskie,2020-10-08,204
lubuskie,2020-10-08,69
śląskie,2020-10-07,286
opolskie,2020-10-07,50
wielkopolskie,2020-10-07,242
zachodniopomorskie,2020-10-07,146
świętokrzyskie,2020-10-07,149
kujawsko-pomorskie,2020-10-07,184
podlaskie,2020-10-07,84
dolnośląskie,2020-10-07,184
podkarpackie,2020-10-07,141
małopolskie,2020-10-07,357
pomorskie,2020-10-07,193
warmińsko-mazurskie,2020-10-07,119
łódzkie,2020-10-07,223
mazowieckie,2020-10-07,527
lubelskie,2020-10-07,106
lubuskie,2020-10-07,12
śląskie,2020-10-06,218
opolskie,2020-10-06,53
wielkopolskie,2020-10-06,106
zachodniopomorskie,2020-10-06,111
świętokrzyskie,2020-10-06,139
kujawsko-pomorskie,2020-10-06,153
podlaskie,2020-10-06,57
dolnośląskie,2020-10-06,140
podkarpackie,2020-10-06,137
małopolskie,2020-10-06,268
pomorskie,2020-10-06,199
warmińsko-mazurskie,2020-10-06,35
łódzkie,2020-10-06,155
mazowieckie,2020-10-06,318
lubelskie,2020-10-06,138
lubuskie,2020-10-06,9
śląskie,2020-10-05,125
opolskie,2020-10-05,48
wielkopolskie,2020-10-05,180
zachodniopomorskie,2020-10-05,41
świętokrzyskie,2020-10-05,49
kujawsko-pomorskie,2020-10-05,109
podlaskie,2020-10-05,90
dolnośląskie,2020-10-05,87
podkarpackie,2020-10-05,142
małopolskie,2020-10-05,217
pomorskie,2020-10-05,202
warmińsko-mazurskie,2020-10-05,28
łódzkie,2020-10-05,126
mazowieckie,2020-10-05,336
lubelskie,2020-10-05,172
lubuskie,2020-10-05,54
śląskie,2020-10-04,120
opolskie,2020-10-04,44
wielkopolskie,2020-10-04,168
zachodniopomorskie,2020-10-04,58
świętokrzyskie,2020-10-04,70
kujawsko-pomorskie,2020-10-04,229
podlaskie,2020-10-04,76
dolnośląskie,2020-10-04,62
podkarpackie,2020-10-04,141
małopolskie,2020-10-04,185
pomorskie,2020-10-04,223
warmińsko-mazurskie,2020-10-04,69
łódzkie,2020-10-04,127
mazowieckie,2020-10-04,164
lubelskie,2020-10-04,102
lubuskie,2020-10-04,96
śląskie,2020-10-03,221
opolskie,2020-10-03,53
wielkopolskie,2020-10-03,224
zachodniopomorskie,2020-10-03,62
świętokrzyskie,2020-10-03,156
kujawsko-pomorskie,2020-10-03,110
podlaskie,2020-10-03,126
dolnośląskie,2020-10-03,63
podkarpackie,2020-10-03,141
małopolskie,2020-10-03,290
pomorskie,2020-10-03,244
warmińsko-mazurskie,2020-10-03,76
łódzkie,2020-10-03,152
mazowieckie,2020-10-03,277
lubelskie,2020-10-03,116
lubuskie,2020-10-03,56
śląskie,2020-10-02,179
opolskie,2020-10-02,56
wielkopolskie,2020-10-02,196
zachodniopomorskie,2020-10-02,114
świętokrzyskie,2020-10-02,33
kujawsko-pomorskie,2020-10-02,218
podlaskie,2020-10-02,86
dolnośląskie,2020-10-02,101
podkarpackie,2020-10-02,218
małopolskie,2020-10-02,282
pomorskie,2020-10-02,228
warmińsko-mazurskie,2020-10-02,72
łódzkie,2020-10-02,140
mazowieckie,2020-10-02,246
lubelskie,2020-10-02,97
lubuskie,2020-10-02,26
śląskie,2020-10-01,148
opolskie,2020-10-01,21
wielkopolskie,2020-10-01,173
zachodniopomorskie,2020-10-01,58
świętokrzyskie,2020-10-01,43
kujawsko-pomorskie,2020-10-01,179
podlaskie,2020-10-01,64
dolnośląskie,2020-10-01,96
podkarpackie,2020-10-01,107
małopolskie,2020-10-01,285
pomorskie,2020-10-01,180
warmińsko-mazurskie,2020-10-01,102
łódzkie,2020-10-01,117
mazowieckie,2020-10-01,268
lubelskie,2020-10-01,98
lubuskie,2020-10-01,28
śląskie,2020-09-30,128
opolskie,2020-09-30,36
wielkopolskie,2020-09-30,140
zachodniopomorskie,2020-09-30,73
świętokrzyskie,2020-09-30,50
kujawsko-pomorskie,2020-09-30,78
podlaskie,2020-09-30,57
dolnośląskie,2020-09-30,69
podkarpackie,2020-09-30,94
małopolskie,2020-09-30,205
pomorskie,2020-09-30,194
warmińsko-mazurskie,2020-09-30,67
łódzkie,2020-09-30,87
mazowieckie,2020-09-30,159
lubelskie,2020-09-30,82
lubuskie,2020-09-30,33
śląskie,2020-09-29,124
opolskie,2020-09-29,36
wielkopolskie,2020-09-29,81
zachodniopomorskie,2020-09-29,58
świętokrzyskie,2020-09-29,39
kujawsko-pomorskie,2020-09-29,120
podlaskie,2020-09-29,57
dolnośląskie,2020-09-29,64
podkarpackie,2020-09-29,115
małopolskie,2020-09-29,167
pomorskie,2020-09-29,127
warmińsko-mazurskie,2020-09-29,50
łódzkie,2020-09-29,92
mazowieckie,2020-09-29,151
lubelskie,2020-09-29,29
lubuskie,2020-09-29,16
śląskie,2020-09-28,83
opolskie,2020-09-28,35
wielkopolskie,2020-09-28,200
zachodniopomorskie,2020-09-28,25
świętokrzyskie,2020-09-28,18
kujawsko-pomorskie,2020-09-28,152
podlaskie,2020-09-28,59
dolnośląskie,2020-09-28,28
podkarpackie,2020-09-28,73
małopolskie,2020-09-28,134
pomorskie,2020-09-28,150
warmińsko-mazurskie,2020-09-28,14
łódzkie,2020-09-28,57
mazowieckie,2020-09-28,152
lubelskie,2020-09-28,87
lubuskie,2020-09-28,39
śląskie,2020-09-27,93
opolskie,2020-09-27,16
wielkopolskie,2020-09-27,102
zachodniopomorskie,2020-09-27,57
świętokrzyskie,2020-09-27,39
kujawsko-pomorskie,2020-09-27,72
podlaskie,2020-09-27,65
dolnośląskie,2020-09-27,49
podkarpackie,2020-09-27,70
małopolskie,2020-09-27,152
pomorskie,2020-09-27,191
warmińsko-mazurskie,2020-09-27,82
łódzkie,2020-09-27,86
mazowieckie,2020-09-27,193
lubelskie,2020-09-27,77
lubuskie,2020-09-27,6
śląskie,2020-09-26,141
opolskie,2020-09-26,32
wielkopolskie,2020-09-26,167
zachodniopomorskie,2020-09-26,51
świętokrzyskie,2020-09-26,41
kujawsko-pomorskie,2020-09-26,166
podlaskie,2020-09-26,76
dolnośląskie,2020-09-26,63
podkarpackie,2020-09-26,72
małopolskie,2020-09-26,259
pomorskie,2020-09-26,151
warmińsko-mazurskie,2020-09-26,43
łódzkie,2020-09-26,104
mazowieckie,2020-09-26,146
lubelskie,2020-09-26,60
lubuskie,2020-09-26,12
śląskie,2020-09-25,126
opolskie,2020-09-25,38
wielkopolskie,2020-09-25,84
zachodniopomorskie,2020-09-25,61
świętokrzyskie,2020-09-25,52
kujawsko-pomorskie,2020-09-25,162
podlaskie,2020-09-25,54
dolnośląskie,2020-09-25,52
podkarpackie,2020-09-25,55
małopolskie,2020-09-25,241
pomorskie,2020-09-25,128
warmińsko-mazurskie,2020-09-25,87
łódzkie,2020-09-25,78
mazowieckie,2020-09-25,295
lubelskie,2020-09-25,59
lubuskie,2020-09-25,15
śląskie,2020-09-24,110
opolskie,2020-09-24,19
wielkopolskie,2020-09-24,84
zachodniopomorskie,2020-09-24,28
świętokrzyskie,2020-09-24,36
kujawsko-pomorskie,2020-09-24,41
podlaskie,2020-09-24,38
dolnośląskie,2020-09-24,58
podkarpackie,2020-09-24,62
małopolskie,2020-09-24,183
pomorskie,2020-09-24,143
warmińsko-mazurskie,2020-09-24,23
łódzkie,2020-09-24,84
mazowieckie,2020-09-24,149
lubelskie,2020-09-24,58
lubuskie,2020-09-24,20
śląskie,2020-09-23,82
opolskie,2020-09-23,24
wielkopolskie,2020-09-23,76
zachodniopomorskie,2020-09-23,16
świętokrzyskie,2020-09-23,36
kujawsko-pomorskie,2020-09-23,54
podlaskie,2020-09-23,22
dolnośląskie,2020-09-23,46
podkarpackie,2020-09-23,24
małopolskie,2020-09-23,135
pomorskie,2020-09-23,114
warmińsko-mazurskie,2020-09-23,34
łódzkie,2020-09-23,84
mazowieckie,2020-09-23,164
lubelskie,2020-09-23,46
lubuskie,2020-09-23,17
śląskie,2020-09-22,72
opolskie,2020-09-22,28
wielkopolskie,2020-09-22,36
zachodniopomorskie,2020-09-22,39
świętokrzyskie,2020-09-22,21
kujawsko-pomorskie,2020-09-22,13
podlaskie,2020-09-22,21
dolnośląskie,2020-09-22,47
podkarpackie,2020-09-22,30
małopolskie,2020-09-22,112
pomorskie,2020-09-22,83
warmińsko-mazurskie,2020-09-22,21
łódzkie,2020-09-22,51
mazowieckie,2020-09-22,108
lubelskie,2020-09-22,21
lubuskie,2020-09-22,8
śląskie,2020-09-21,45
opolskie,2020-09-21,70
wielkopolskie,2020-09-21,52
zachodniopomorskie,2020-09-21,12
świętokrzyskie,2020-09-21,8
kujawsko-pomorskie,2020-09-21,21
podlaskie,2020-09-21,13
dolnośląskie,2020-09-21,9
podkarpackie,2020-09-21,58
małopolskie,2020-09-21,83
pomorskie,2020-09-21,90
warmińsko-mazurskie,2020-09-21,11
łódzkie,2020-09-21,93
mazowieckie,2020-09-21,120
lubelskie,2020-09-21,48
lubuskie,2020-09-21,15
śląskie,2020-09-20,74
opolskie,2020-09-20,84
wielkopolskie,2020-09-20,123
zachodniopomorskie,2020-09-20,13
świętokrzyskie,2020-09-20,18
kujawsko-pomorskie,2020-09-20,26
podlaskie,2020-09-20,21
dolnośląskie,2020-09-20,45
podkarpackie,2020-09-20,62
małopolskie,2020-09-20,103
pomorskie,2020-09-20,55
warmińsko-mazurskie,2020-09-20,23
łódzkie,2020-09-20,54
mazowieckie,2020-09-20,164
lubelskie,2020-09-20,35
lubuskie,2020-09-20,10
śląskie,2020-09-19,64
opolskie,2020-09-19,35
wielkopolskie,2020-09-19,94
zachodniopomorskie,2020-09-19,31
świętokrzyskie,2020-09-19,21
kujawsko-pomorskie,2020-09-19,35
podlaskie,2020-09-19,24
dolnośląskie,2020-09-19,83
podkarpackie,2020-09-19,69
małopolskie,2020-09-19,149
pomorskie,2020-09-19,96
warmińsko-mazurskie,2020-09-19,22
łódzkie,2020-09-19,61
mazowieckie,2020-09-19,88
lubelskie,2020-09-19,122
lubuskie,2020-09-19,8
śląskie,2020-09-18,65
opolskie,2020-09-18,19
wielkopolskie,2020-09-18,75
zachodniopomorskie,2020-09-18,20
świętokrzyskie,2020-09-18,27
kujawsko-pomorskie,2020-09-18,42
podlaskie,2020-09-18,15
dolnośląskie,2020-09-18,37
podkarpackie,2020-09-18,47
małopolskie,2020-09-18,92
pomorskie,2020-09-18,73
warmińsko-mazurskie,2020-09-18,26
łódzkie,2020-09-18,77
mazowieckie,2020-09-18,88
lubelskie,2020-09-18,39
lubuskie,2020-09-18,15
śląskie,2020-09-17,64
opolskie,2020-09-17,19
wielkopolskie,2020-09-17,74
zachodniopomorskie,2020-09-17,41
świętokrzyskie,2020-09-17,32
kujawsko-pomorskie,2020-09-17,15
podlaskie,2020-09-17,23
dolnośląskie,2020-09-17,25
podkarpackie,2020-09-17,41
małopolskie,2020-09-17,124
pomorskie,2020-09-17,134
warmińsko-mazurskie,2020-09-17,29
łódzkie,2020-09-17,41
mazowieckie,2020-09-17,168
lubelskie,2020-09-17,3
lubuskie,2020-09-17,4
śląskie,2020-09-16,62
opolskie,2020-09-16,19
wielkopolskie,2020-09-16,20
zachodniopomorskie,2020-09-16,24
świętokrzyskie,2020-09-16,8
kujawsko-pomorskie,2020-09-16,35
podlaskie,2020-09-16,27
dolnośląskie,2020-09-16,47
podkarpackie,2020-09-16,34
małopolskie,2020-09-16,111
pomorskie,2020-09-16,53
warmińsko-mazurskie,2020-09-16,13
łódzkie,2020-09-16,31
mazowieckie,2020-09-16,70
lubelskie,2020-09-16,42
lubuskie,2020-09-16,4
śląskie,2020-09-15,62
opolskie,2020-09-15,28
wielkopolskie,2020-09-15,28
zachodniopomorskie,2020-09-15,17
świętokrzyskie,2020-09-15,33
kujawsko-pomorskie,2020-09-15,22
podlaskie,2020-09-15,11
dolnośląskie,2020-09-15,60
podkarpackie,2020-09-15,20
małopolskie,2020-09-15,120
pomorskie,2020-09-15,41
warmińsko-mazurskie,2020-09-15,21
łódzkie,2020-09-15,17
mazowieckie,2020-09-15,98
lubelskie,2020-09-15,22
lubuskie,2020-09-15,5
śląskie,2020-09-14,45
opolskie,2020-09-14,26
wielkopolskie,2020-09-14,23
zachodniopomorskie,2020-09-14,3
świętokrzyskie,2020-09-14,4
kujawsko-pomorskie,2020-09-14,24
podlaskie,2020-09-14,8
dolnośląskie,2020-09-14,9
podkarpackie,2020-09-14,41
małopolskie,2020-09-14,52
pomorskie,2020-09-14,46
warmińsko-mazurskie,2020-09-14,2
łódzkie,2020-09-14,24
mazowieckie,2020-09-14,61
lubelskie,2020-09-14,4
lubuskie,2020-09-14,5
śląskie,2020-09-13,53
opolskie,2020-09-13,5
wielkopolskie,2020-09-13,73
zachodniopomorskie,2020-09-13,2
świętokrzyskie,2020-09-13,13
kujawsko-pomorskie,2020-09-13,21
podlaskie,2020-09-13,17
dolnośląskie,2020-09-13,16
podkarpackie,2020-09-13,33
małopolskie,2020-09-13,66
pomorskie,2020-09-13,55
warmińsko-mazurskie,2020-09-13,13
łódzkie,2020-09-13,18
mazowieckie,2020-09-13,85
lubelskie,2020-09-13,26
lubuskie,2020-09-13,6
śląskie,2020-09-12,72
opolskie,2020-09-12,14
wielkopolskie,2020-09-12,50
zachodniopomorskie,2020-09-12,14
świętokrzyskie,2020-09-12,17
kujawsko-pomorskie,2020-09-12,54
podlaskie,2020-09-12,5
dolnośląskie,2020-09-12,11
podkarpackie,2020-09-12,39
małopolskie,2020-09-12,93
pomorskie,2020-09-12,79
warmińsko-mazurskie,2020-09-12,18
łódzkie,2020-09-12,37
mazowieckie,2020-09-12,64
lubelskie,2020-09-12,29
lubuskie,2020-09-12,7
śląskie,2020-09-11,45
opolskie,2020-09-11,16
wielkopolskie,2020-09-11,57
zachodniopomorskie,2020-09-11,11
świętokrzyskie,2020-09-11,15
kujawsko-pomorskie,2020-09-11,15
podlaskie,2020-09-11,33
dolnośląskie,2020-09-11,47
podkarpackie,2020-09-11,46
małopolskie,2020-09-11,116
pomorskie,2020-09-11,39
warmińsko-mazurskie,2020-09-11,17
łódzkie,2020-09-11,28
mazowieckie,2020-09-11,78
lubelskie,2020-09-11,26
lubuskie,2020-09-11,5
śląskie,2020-09-10,51
opolskie,2020-09-10,24
wielkopolskie,2020-09-10,76
zachodniopomorskie,2020-09-10,12
świętokrzyskie,2020-09-10,18
kujawsko-pomorskie,2020-09-10,20
podlaskie,2020-09-10,16
dolnośląskie,2020-09-10,20
podkarpackie,2020-09-10,17
małopolskie,2020-09-10,99
pomorskie,2020-09-10,32
warmińsko-mazurskie,2020-09-10,13
łódzkie,2020-09-10,13
mazowieckie,2020-09-10,68
lubelskie,2020-09-10,21
lubuskie,2020-09-10,6
śląskie,2020-09-09,57
opolskie,2020-09-09,12
wielkopolskie,2020-09-09,28
zachodniopomorskie,2020-09-09,11
świętokrzyskie,2020-09-09,17
kujawsko-pomorskie,2020-09-09,14
podlaskie,2020-09-09,5
dolnośląskie,2020-09-09,34
podkarpackie,2020-09-09,22
małopolskie,2020-09-09,67
pomorskie,2020-09-09,38
warmińsko-mazurskie,2020-09-09,18
łódzkie,2020-09-09,12
mazowieckie,2020-09-09,61
lubelskie,2020-09-09,19
lubuskie,2020-09-09,6
śląskie,2020-09-08,52
opolskie,2020-09-08,7
wielkopolskie,2020-09-08,31
zachodniopomorskie,2020-09-08,16
świętokrzyskie,2020-09-08,11
kujawsko-pomorskie,2020-09-08,8
podlaskie,2020-09-08,9
dolnośląskie,2020-09-08,49
podkarpackie,2020-09-08,16
małopolskie,2020-09-08,97
pomorskie,2020-09-08,26
warmińsko-mazurskie,2020-09-08,4
łódzkie,2020-09-08,12
mazowieckie,2020-09-08,52
lubelskie,2020-09-08,6
lubuskie,2020-09-08,4
śląskie,2020-09-07,31
opolskie,2020-09-07,5
wielkopolskie,2020-09-07,21
zachodniopomorskie,2020-09-07,3
świętokrzyskie,2020-09-07,9
kujawsko-pomorskie,2020-09-07,15
podlaskie,2020-09-07,19
dolnośląskie,2020-09-07,6
podkarpackie,2020-09-07,23
małopolskie,2020-09-07,88
pomorskie,2020-09-07,20
warmińsko-mazurskie,2020-09-07,15
łódzkie,2020-09-07,8
mazowieckie,2020-09-07,25
lubelskie,2020-09-07,13
lubuskie,2020-09-07,1
śląskie,2020-09-06,35
opolskie,2020-09-06,36
wielkopolskie,2020-09-06,35
zachodniopomorskie,2020-09-06,4
świętokrzyskie,2020-09-06,15
kujawsko-pomorskie,2020-09-06,19
podlaskie,2020-09-06,14
dolnośląskie,2020-09-06,8
podkarpackie,2020-09-06,33
małopolskie,2020-09-06,90
pomorskie,2020-09-06,45
warmińsko-mazurskie,2020-09-06,9
łódzkie,2020-09-06,20
mazowieckie,2020-09-06,59
lubelskie,2020-09-06,13
lubuskie,2020-09-06,2
śląskie,2020-09-05,48
opolskie,2020-09-05,9
wielkopolskie,2020-09-05,59
zachodniopomorskie,2020-09-05,14
świętokrzyskie,2020-09-05,26
kujawsko-pomorskie,2020-09-05,13
podlaskie,2020-09-05,11
dolnośląskie,2020-09-05,23
podkarpackie,2020-09-05,58
małopolskie,2020-09-05,120
pomorskie,2020-09-05,42
warmińsko-mazurskie,2020-09-05,16
łódzkie,2020-09-05,31
mazowieckie,2020-09-05,68
lubelskie,2020-09-05,15
lubuskie,2020-09-05,14
śląskie,2020-09-04,54
opolskie,2020-09-04,9
wielkopolskie,2020-09-04,93
zachodniopomorskie,2020-09-04,2
świętokrzyskie,2020-09-04,15
kujawsko-pomorskie,2020-09-04,11
podlaskie,2020-09-04,8
dolnośląskie,2020-09-04,27
podkarpackie,2020-09-04,92
małopolskie,2020-09-04,120
pomorskie,2020-09-04,41
warmińsko-mazurskie,2020-09-04,15
łódzkie,2020-09-04,43
mazowieckie,2020-09-04,121
lubelskie,2020-09-04,27
lubuskie,2020-09-04,13
śląskie,2020-09-03,71
opolskie,2020-09-03,8
wielkopolskie,2020-09-03,48
zachodniopomorskie,2020-09-03,17
świętokrzyskie,2020-09-03,21
kujawsko-pomorskie,2020-09-03,33
podlaskie,2020-09-03,10
dolnośląskie,2020-09-03,24
podkarpackie,2020-09-03,32
małopolskie,2020-09-03,100
pomorskie,2020-09-03,44
warmińsko-mazurskie,2020-09-03,16
łódzkie,2020-09-03,48
mazowieckie,2020-09-03,93
lubelskie,2020-09-03,40
lubuskie,2020-09-03,7
śląskie,2020-09-02,63
opolskie,2020-09-02,8
wielkopolskie,2020-09-02,53
zachodniopomorskie,2020-09-02,4
świętokrzyskie,2020-09-02,15
kujawsko-pomorskie,2020-09-02,16
podlaskie,2020-09-02,7
dolnośląskie,2020-09-02,13
podkarpackie,2020-09-02,46
małopolskie,2020-09-02,114
pomorskie,2020-09-02,42
warmińsko-mazurskie,2020-09-02,19
łódzkie,2020-09-02,34
mazowieckie,2020-09-02,133
lubelskie,2020-09-02,19
lubuskie,2020-09-02,9
śląskie,2020-09-01,53
opolskie,2020-09-01,14
wielkopolskie,2020-09-01,30
zachodniopomorskie,2020-09-01,7
świętokrzyskie,2020-09-01,16
kujawsko-pomorskie,2020-09-01,35
podlaskie,2020-09-01,10
dolnośląskie,2020-09-01,35
podkarpackie,2020-09-01,26
małopolskie,2020-09-01,136
pomorskie,2020-09-01,34
warmińsko-mazurskie,2020-09-01,12
łódzkie,2020-09-01,31
mazowieckie,2020-09-01,89
lubelskie,2020-09-01,13
lubuskie,2020-09-01,9
śląskie,2020-08-31,77
opolskie,2020-08-31,11
wielkopolskie,2020-08-31,30
zachodniopomorskie,2020-08-31,10
świętokrzyskie,2020-08-31,14
kujawsko-pomorskie,2020-08-31,20
podlaskie,2020-08-31,9
dolnośląskie,2020-08-31,10
podkarpackie,2020-08-31,32
małopolskie,2020-08-31,79
pomorskie,2020-08-31,75
warmińsko-mazurskie,2020-08-31,2
łódzkie,2020-08-31,32
mazowieckie,2020-08-31,75
lubelskie,2020-08-31,18
lubuskie,2020-08-31,8
śląskie,2020-08-30,86
opolskie,2020-08-30,8
wielkopolskie,2020-08-30,68
zachodniopomorskie,2020-08-30,8
świętokrzyskie,2020-08-30,6
kujawsko-pomorskie,2020-08-30,22
podlaskie,2020-08-30,4
dolnośląskie,2020-08-30,10
podkarpackie,2020-08-30,30
